Unnamed: 0,Date,User,Tweet,Emotion
8458,2019-05-05 09:30:46+00:00,imbobby07,mahilacongress incindia rahulgandhi priyankagandhi sushmitadevmp uttarpradeshpmc uttarakhandpmc incuttarpradesh jmscindia may be rahulgandhi last election for amethi,pos
8459,2019-05-05 09:20:38+00:00,imastermindian,rahulgandhi so does this mean youre withdrawing from loksabhaelections   incindia,neg
8460,2019-05-05 08:59:52+00:00,Yogesh_K_Sharma,bdutt rahulgandhi presstitutes and politician like rahulgandhi will go in vacation soon after elections this is just a business season time for them parttime politicians,pos
8461,2019-05-05 08:56:48+00:00,nallaganesh,"rajeevmp sgurumurthy rahulgandhi indiatoday wow is there a new technology to watch newspaper or watch magazine  

rahulgandhitoindiatoday 
loksabhaelections",pos
8462,2019-05-05 08:56:40+00:00,titus_nithin,rahulgandhi your father is one of the most respected and adored man in india india today wouldnt have been possible without his initiatives he even laid down his life for india we give him all the respect voteforcongress  voteforcongress loksabhaelections,pos
8463,2019-05-05 08:51:29+00:00,IMSHREESHAIL,"srivatsayb rahulgandhi narendramodi rajivgandhi was mere dynasty  became pm by family relation caused mass killings of sikh released anderson  indulged in corruption  world then knew him as most corrupt
his legacy can be seen in soniagandhi rahulgandhi robert who are on bail 
simple
amethikarahul joker",neg
8464,2019-05-05 08:34:44+00:00,WongPing10,rahulgandhi rahulgandhi your father bad karma and corrupt  thinking about our country is a curse for you and congress party you will be out of parlaiment after loksabhaelections,neg
8465,2019-05-05 08:31:44+00:00,_itsKunalSingh,"rahulgandhi pchidambaramin shut up
and dont do a drama here

what ur late father has done is known to the whole world people of punjab people of bofors company and to the people of delhi
loksabhaelections",neg
8466,2019-05-05 07:47:24+00:00,rinku_chaudhry,bdutt rahulgandhi agree then calling pm thief all the time without an iota of proof u go to see an ailing person amp outside his house you say its a courtesy call than an hour after lie that parrikar confess that pm is a thief level of decency vary from person to person loksabhaelections,neg
8467,2019-05-05 07:42:12+00:00,indiclogic,republic rahulgandhi rahulgandhi is nothing but hitherto the most downgraded product of a fast declining dynasty that used my country india like their private property for their personal gain and power amp fyi  dynastymuktbharat happens on rdmay  ,neg
8468,2019-05-05 07:30:56+00:00,NishidhMPatel,"rahulgandhi rajivkalaaldeshkadalaal 

rajivgandhi s karma 

kashmir genocide

shahbano disaster

sent only  paisa of  

sent ipkf in srilanka in which  indian soldiers killed

karmachallenge karmaonyourface rahulgandhi",neg
8469,2019-05-05 07:27:33+00:00,Ramabhakthan,"rahulkanwal then why this
loksabhaelections rahulgandhitoindiatoday 
watch the most indepth interview of rahulgandhi this election season only on india today tv",neg
8470,2019-05-05 07:26:36+00:00,NishidhMPatel,"rahulgandhi rajivgandhi s karma 

in  oversee bhagalpur  riot

karmachallenge karmaonyourface rahulgandhi",pos
8471,2019-05-05 07:25:10+00:00,NishidhMPatel,"rahulgandhi rajivgandhi s karma 

in  abetted bhopal gas killing ppl

karmachallenge karmaonyourface rahulgandhi",neg
8472,2019-05-05 07:23:24+00:00,NishidhMPatel,"rahulgandhi rajivgandhi s karma 

in  oversee  sikh killings

karmachallenge karmaonyourface rahulgandhi",neg
8473,2019-05-05 06:39:03+00:00,varuntyagi619,"pchidambaramin you mean we cant speak ill of hitler  rahulgandhi went to visit manohar parrikar only to use him to spread his lies on rafale you are demanding courtesy you dont give to others

loksabhaelections
deshkipasandmodi",neg
8474,2019-05-05 05:13:13+00:00,PerumalNavanee,"i thank our leader cp rahulgandhi ji for assigning me the responsibility of coordinating ls elections in himachalpradesh it is a privilege to once again work with inchimachal family hpcc cadre is very dedicated hardworking amp focussed on
our mission  rahulgandhi next pm",pos
8475,2019-05-05 05:07:47+00:00,Undone1470,"who is best pm candidate for india 
loksabhaelections loksabhaelection loksabhaelections loksabhaeelctions indiaelections india  narendramodi bjpindia rahulgandhi incindia
swamy rssorg",pos
8476,2019-05-05 04:19:14+00:00,prakap09,farahkhanali rahulgandhi loksabhaelections its all fine till the time raga is chanting chor to the current pm till now a baseless allegation even he said mautkasaudagar whereas calling corrupt a corrupt has come as pain in ears to many people today dividedpoliticsbyliberals,neg
8477,2019-05-05 03:35:10+00:00,jairajbafna,"indiatvnews and rahulgandhi  amp incindia  is responsible for corruption

we want nyay from your family which is filth with scams and corruption

aayegatomodihi 
loksabhaelections",neg
8478,2019-05-05 02:39:10+00:00,India_legally,sadhavi rahulgandhi our expectations from narendramodi are so low culturally his behaviour and vocabulary possibly couldnt sink lower than that,neg
8479,2019-05-05 02:36:22+00:00,India_legally,kimhaokipinc rahulgandhi our expectations from narendramodi are so low culturally his behaviour and vocabulary possibly couldnt sink lower than that,neg
8480,2019-05-05 02:26:37+00:00,Watsonbrettlee,incindia rahulgandhi rahulgandhi i want to see your video of interview which have taken by indiatoday rahulgandhitoindiatoday is you giving them threat not to release video supremecourt is this freedom of speech  what about law of right to know we want to know about that video ,neg
8481,2019-05-04 21:08:38+00:00,LloydRodr28,"rohitjswl actorsiddharth realdonaldtrump rahulgandhi rohitjswl whrs d chowkidar prefixsorry but surnamefirst is d usual norms urs is missing isnt it

ampbtw urchaiwala urf mazdoor urf chowkidar pops gna b retiringhis chaati is no more   
apnatimeaayegajabmodiwapasjayega nyayforindia 
loksabhaelections",neg
8482,2019-05-04 20:48:43+00:00,SiddharthRoy25,jayprakash rohitjswl actorsiddharth realdonaldtrump rahulgandhi i see this brainwashed question a lot from pidi do you pappumutra drinkers know who is present in pc if not journalists or you mean to say only true reporters sit in pc while paid journalists conduct interview pappu rahulgandhi gave one to indiatoday which is not aired,neg
8483,2019-05-04 18:35:12+00:00,ravikantsingh14,inctharoorian rahulgandhi what about your past years what have you done in amethikarahul when your government was in central amp state how you making foolish us i hate congressmuktbharat i hate rahulgandhi amp priyanka ,neg
8484,2019-05-04 17:35:13+00:00,profpratap,shatrugansinha rahulgandhi so ppls anger has touched you  this year only and their cry angst and anguish didnt touch you for  odd years of congress rule how contrasting if one is true  the other is a big lie incindia bjpindia loksabhaelections,neg
8485,2019-05-04 17:29:04+00:00,vmpatil26,krishnapooniain rahulgandhi congress forgot that they asked for evidence on balakot target destruction congress didnt have guts to face international reaction or handle the aftermathloksabhaelections bjpindia bjpindia,neg
8486,2019-05-04 17:27:41+00:00,kayyumbalolkhan,"narendramodi if you have daring give interview to rahulgandhi or ravishndtv dont give scripted interviews on news channels which are buy by you
narendramodi namo rahulgandhi ravishkumar ndtv india interview modionindiatv modiwithakshay rajatsharma modifears",neg
8487,2019-05-04 17:11:26+00:00,iabhishektyagi,rahulgandhi jhasanjay while narendramodi can extemporaneously address any major issue in depth and detail rahulgandhi cant even repeat his lines correctly and often makes a fool of himself can we really compare the two as pm options for india ,neg
8488,2019-05-04 16:50:42+00:00,ZishanHaider_,political situation in india is changing now incindia chief rahulgandhi is getting more space in media channels amp newspapers r publishing his interviews hes more than just an oppn leader now is thr any undercurrent which media has realised lately loksabhaelections,pos
8489,2019-05-04 16:18:16+00:00,paul_ziid,"indiatvnews narendramodi rajatsharmalive if rahulgandhi can give one such interview
i will remove chowkidar from my name amp will vote for incindia for rest of my life

deshkipasandmodi 
loksabhaelections 
modionindiatv",neg
8490,2019-05-04 16:09:13+00:00,stocks_in,"election vote counting is  days away
phase  voting is  days away
electioncountdown loksabhaelections narendramodi rahulgandhi",pos
8491,2019-05-04 15:47:51+00:00,IkkMundaPunjabi,"modionindiatv

narendramodi ji is up to date with latest movie avengersendgame 

he just gave reference of endgame for one of the question related to rahulgandhi in his interview 

dont worry he dint call rahulgandhi
as one of the avenger ",pos
8492,2019-05-04 15:42:53+00:00,ashwin_vara,"rahulgandhi you folks in  incindia have a thing about unscripted qs 
how do you know that all questions are given in advance some of the questions are obvious and easily anticipated the important thing is how they are answered 

loksabhaelections",neg
8493,2019-05-04 15:20:24+00:00,activistshiv,"incindia rahulgandhi rssurjewala  please share the link of rahulgandhis interview with indiatoday amp ndtv

rahulgandhitoindiatoday 
rahulgandhiinterview 
rahultondtv",neg
8494,2019-05-04 15:05:01+00:00,manzar02939595,sonamjain rahulgandhi arvindkejriwal absolutely right loksabhaelections,pos
8495,2019-05-04 14:23:21+00:00,Santosh57237430,gops lncmohitjain rahulgandhi cnnnews i product of you rahulgandhi,pos
8496,2019-05-04 13:11:18+00:00,binaykumar48,soon after elections declared i posted on fb rahulgandhi will lose amethi it will be with amethiwithsmritidi and there is no doubt bjpwinningamethi this being reason incindia decided safe seat fo rahulgandhi at wayanad,neg
8497,2019-05-04 12:38:57+00:00,AshleySheba,my dream team in  pm rahulgandhi hm priyankagandhi  rm lt hooda fm raghuram rajan  eam shashitharoor  hrd atishiaap loksabhaelections dreamteam,pos
8498,2019-05-04 12:37:29+00:00,iamkaranbachani,"incindia rahulgandhi plz someone tell this pappu there were  to  interviews in line which he gave all the answers

loksabhaelections armysemaafimaangomodi deshkipasandmodi",neg
8499,2019-05-04 12:14:53+00:00,ItsmeOhgod,"vivekagnihotri indiatoday rahulgandhi disappointed about cancelled  raga interview told the children to watch cartoon network instead
chathootti 
phirekbaarmodisarkar loksabhaelections 
chatterjasking bjpindia",neg
8500,2019-05-04 11:37:43+00:00,brain_towing,"jhasanjay hey chodu 

isiliye you trying everything 

mahagathbandhan
grandalliance
loksabhaelections

nashnalist hatchlings rahulgandhi arvindkejriwal mamataofficial mayawati yadavtejashwi  yadavakhilesh pawarspeaks mehboobamufti omarabdullah",pos
8501,2019-05-04 11:24:08+00:00,vimalan08,why incindia only releasing demo tapes to the media take these tapes court and demand court monitored cbi investigation bjpindia prakashraaj rahulgandhi rahulgandhi priyankagandhi newstamil republic,neg
8502,2019-05-04 11:21:52+00:00,muthuramanrmb,"omg  actorsiddharth takes such a dig at akshaykumar just cos he openly admitted that he had canadian passport  wondering if he would even stand for italianengland pm election if rahulgandhi is proven to have a british citizenship  
siddharth akshaykumar rahulgandhi",neg
8503,2019-05-04 10:52:33+00:00,hharshvardhan,"anupamuncl madskak rahulgandhi sreenivasanjain it feels sreenivasanjain  is trying hard to suppress a smile on rahulgandhi reply

body language of rahulgandhi says he just want to finish the conversation and move   very less self confidence he has in himself",neg
8504,2019-05-04 10:46:31+00:00,prateek727singh,rssurjewala rahulgandhi sir you very well know whats happening first proof that your rahulgandhi is indian or notnamoagain,pos
8505,2019-05-04 10:35:12+00:00,tandon_shalabh,"the disrespect is criminalthis tweet swings both ways
maafimaangomodi rahulgandhi loksabhaelections adgpi bjpindia incindia",neg
8506,2019-05-04 10:23:56+00:00,Anujology,"hey rahulgandhi 
what  wil you say if even this time you dont get ever  of seats  

 have your speech writers asked to already prepare such a speech  

 or will go to a vacation  
bjpindia
loksabhaelections 
abkibaarmodisarkar 
incindia",neg
8507,2019-05-04 09:25:23+00:00,deshbhakt_tdb,"whatever rahulgandhi is he  faces any press conferences questions unlike scripted non political interviews with selected journalists and actors
aajtak timesnow zeenews indiatvnews
loksabhaelections akshaykumar",pos
8508,2019-05-04 09:19:23+00:00,mimanchi999,"hey team i am not interested watching hindustan pappu speeches please dont recommend on my tl those time waste speeches and interviews by rahulgandhi

twittersupport twitterindia",neg
8509,2019-05-04 09:10:37+00:00,Ravispeaking,"rubikaliyaquat hes right all ghotaalebaaz demonetized by narendramodi and rahulgandhi will remonetize them 
loksabhaelections 
bharatkagarvmodi 
phirekbaarmodisarkaar",neg
8510,2019-05-04 09:02:31+00:00,srastogi50,timesnow rahulgandhi rahulgandhi you look to be very eager to speak about corruption why dont you first start speaking about corruption you and your family did,neg
8511,2019-05-04 08:58:45+00:00,goyalrakesh70,schaudharyinc dineshredbull rahulgandhi he is talking about yours video games rahulgandhi,pos
8512,2019-05-04 08:46:24+00:00,SinghviShlok,bjpindia continue to delegitimise rahulgandhi but in the last few press conferences and interviews hes coming off age the results of the elections will be very interesting loksabhaelections,neg
8513,2019-05-04 08:44:06+00:00,asrivastava2,kimhaokipinc rahulgandhi rahulgandhi when you will grow up,pos
8514,2019-05-04 08:10:46+00:00,SandipGhose,centerofright boseudayan abhijitmajumder incindia rahulgandhi so you are predicting a resounding moral victory for the congress  rahulgandhi,pos
8515,2019-05-04 08:09:39+00:00,SRGanguli1,shekhargupta simrinsirur so this lackey of the congress dynasty tries to counter the effects of akshaykumar s popular interview with pmnarendramodi and to make him appear a villain while downplaying rahulgandhi s fraudulent affidavit as raulvinci  is kumars case comparable with rahulgandhi s,neg
8516,2019-05-04 08:01:06+00:00,Manikandanraj92,"it looks like its going to be a clean sweep by the udf in kerala

hardly one or two seats for the ldf

shashitharoor amp rahulgandhi
will win by a decisive mandate with very high vote share

loksabhaelections",neg
8517,2019-05-04 07:20:57+00:00,SomenPetroleum,"rahulkanwal then why there was mic on rahulgandhi shirt why indiatoday was broadcasting earlier that interview will be telecast at pm
dont think people are fool tell me how much money you took from congress 
loksabhaelections rahulgandhitoindiatoday rahulgandhiinterview",neg
8518,2019-05-04 07:05:00+00:00,santdurga,"indiatoday should show some professional ethics and telecast the interview of rahulgandhi let the general public know the skills of the congress pm candidate
releasethevideo
rahulgandhiinterview 
rahulgandhi 
rahulgandhitoindiatoday",pos
8519,2019-05-04 06:36:34+00:00,Tandav9,bhavikakapoor fool shouts loudly amp repeatedly thinking to impress the world y do u keep talking abt topics that u like yr leader rahulgandhi know little reliance could get  of  cr offset deal if  of  k cr is k cr then join a primary school to learn basic maths rahulgandhi,neg
8520,2019-05-04 06:30:36+00:00,SenganiDheeraj,incindia rahulgandhi rahulgandhi ur thinking really  c class,neg
8521,2019-05-04 06:11:17+00:00,LaksshyaAdvani,"shehzadind lokeshbali rahulgandhi rahulgandhi s citizenship self is an issue he and his congress  party talks about akshaykumar  

height of hypocrisy ",neg
8522,2019-05-04 06:10:15+00:00,balasubra9,rahulgandhi took commission in augusta helicopter scam and equity scam now its being revealed that he took commission in french submarine deal also rahulgandhi rahulgandhichorhai modifor elections presstitutes,neg
8523,2019-05-04 06:01:50+00:00,kiranmenon93,"vivekagnihotri rahulgandhi through this answer rahulgandhi  ne maabhen ek kar di 

modijahanvikaswahan 
modimeinhaidum
steallikeraga 
releasethevideo",pos
8524,2019-05-04 05:57:38+00:00,iamsudhish,timesnow rahulgandhi did someone from timesnow ask him why his interview with indiatoday got canned loksabhaelections,neg
8525,2019-05-04 05:54:21+00:00,vinitpratap,"to narendramodi arvindkejriwal rahulgandhi 
request to all respected leaders of loksabhaelections you all have completely captured beauty of fmradio in every  min instead of any song your campaigns song played raftar chaiye or nyay chaiye or purn swaraj chaiye",pos
8526,2019-05-04 05:44:11+00:00,richajourno,congress president rahulgandhi sudden press conference was for course correction to bring back narrative on jobs and farm distress from national security discourse of pm running from last two days says incindia sources  loksabhaelections,neg
8527,2019-05-04 05:26:27+00:00,TE5S3RACT,"divya rahulgandhi whtever it is but after loksabhaelections if result comes as per expectations ie all is well thn for once like to see govt to prove all fake allegations true
curbing free speech foefos crap intimidation illegitimate use of agencies democracy in danger amp being a facist",neg
8528,2019-05-04 05:24:48+00:00,RaiAtulRai,"ndtv rahulgandhi cheap chutzpah 

naah not acceptable

come with something more honest and serious

better luck in  

rahulgandhi",neg
8529,2019-05-04 05:17:23+00:00,vimal16nov,askanshul rahulgandhi loksabhaelections kamalnath this is the real face of congress,pos
8530,2019-05-04 05:13:53+00:00,jitu_sahani,ndtv rahulgandhi loksabhaelections electionswithndtv watched the entire storythe way rg was speaking seems he already surrenderedbody language was not so confidence he is on bail in agusta case he has uk passport and he has company backups which is a scam company congress is finished,neg
8531,2019-05-04 05:11:30+00:00,vimal16nov,timesnow rahulgandhi this is biggest joke of the  election that you are talking about the corruptionloksabhaelections incindia bjpindia,neg
8532,2019-05-04 05:10:57+00:00,peacefullypolit,"after all the big talk from rahulgandhi who is incindia finally going to blame on losing horribly on may 

indiaelects aayegatohmodihi abillionvotes bharatkagarvmodi dynastymukt jhasanjay loksabhaelections battleof",neg
8533,2019-05-04 05:08:39+00:00,AaminAliDayer,"indias economy has been destroyed how many times are you going to demonetise  times  times the nyay scheme will remonetise it is an extraordinary concept will jump start our economy rahulgandhi 

armysemaafimaangomodi 
loksabhaelections 
abhoganyay",neg
8534,2019-05-04 05:03:39+00:00,bahraichse,"incindia rahulgandhi absolutelyi agree with him 
looks like our ceo is really worried of losing loksabhaelections",neg
8535,2019-05-04 05:02:04+00:00,Arindam88240264,pappu telling the world through press conference that he is the kalki avatar who has emerged to take away all issues facing india  the compulsive liar misleading indians along with his bootlickers rahulgandhi rahulgandhi,neg
8536,2019-05-04 04:59:15+00:00,bahraichse,"ndtv rahulgandhi yes his body language n rhetoric explain this he is really worried
loksabhaelections",neg
8537,2019-05-04 04:58:27+00:00,_itsKunalSingh,"ani can u answer a question

please explain to me what is an economy
rahulgandhi 
loksabhaelections",neg
8538,2019-05-04 04:47:52+00:00,richajourno,i see a scared narendramodi and a panicky campaign run by bjpindia congress president rahulgandhi newindianxpress loksabhaelections,neg
8539,2019-05-04 04:44:50+00:00,richajourno,i apologise to sc as process is going on and i commented on supreme court but i havent apologised to narendramodi and chowkidar chor hai congress president rahulgandhi newindianxpress loksabhaelections,neg
8540,2019-05-04 04:41:38+00:00,krishvikrams,"rahulgandhi 
 surgical strike or strike  
 you mean these strikes happened on the other side of loc 

rahulgandhi",neg
8541,2019-05-04 04:40:05+00:00,richajourno,congress president rahulgandhi shares details of six surgical strike done under upa he says narendramodi using armed forces as personal property newindianxpress loksabhaelections,neg
8542,2019-05-04 04:37:34+00:00,sharma_akshay,is it only me that whenever rahulgandhi speaks  am waiting for a faux pas loksabhaelections,neg
8543,2019-05-04 03:36:32+00:00,bharathbunny27,"indiatoday rahulgandhi incindia everyone knows he will speak shit and bluff in live or video interview so u curated ur version and just printed it

rahulgandhifakeinterview rahulgandhitoindiatoday rahulgandhi indiatoday rahulkanwal",neg
8544,2019-05-04 03:21:04+00:00,Jaydeep_Bapat,"indiatoday rahulgandhi youve exposed your true colours by shielding your paying hand congress 
dont try to hide rahulgandhi if you do your tag of paidmedia will be embossed on your fake media house india knows what rahulgandhi priyankagandhi amp soniagandhi are worth you cant change it",neg
8545,2019-05-04 02:57:58+00:00,Jaydeep_Bapat,"indiatoday rahulgandhi incindia your guest was a dam fool viewers are not 
news is the interview was more hard hitting than most famous arnabgoswami interview  rahulgandhi was very high on drugs amp answered most weirdly
you exposed your pidi media house and anchors in this episode aayegatohmodihi",neg
8546,2019-05-04 02:12:30+00:00,sangharsh_77,"people are asking and questioning to akshaykumar about his citizenship 

people are not asking about rahulgandhi why his name is registered in a foreign company and pays taxes and he holds the post of director in that company and what his real name rahulvinci or rahulgandhi",neg
8547,2019-05-04 01:12:15+00:00,Dynamicdon2,i am a liberal secular educated citizen of india who want narendramodi to become next pm because he has a system and ideology to run the country which saves us from chaos confusion and indiscipline blogdrive bjpindia rahulgandhi loksabhaelections,neg
8548,2019-05-04 00:35:25+00:00,scvaid23,"tarn taran may   
a yearold debtridden farmer jarnail singh committed suicide by consuming some poisonous substance at his house in sabhra village  km from here on wednesday rahulgandhi loanwaiver rahulgandhi  why it is happening india delhi",neg
8549,2019-05-03 22:28:31+00:00,LloydRodr28,"timesnow rahulgandhi smritiirani navikakumar ms smriti is willing to change evrything abt her first her educational qualification status now her name 

rd may ampalot will she hv to change 

godsave d loksabhaelections frm all d badloos 
 chaiwala s to mazdoor a to chowkidar s",pos
8550,2019-05-03 20:44:38+00:00,noendingsight,narendramodi vs rahulgandhi should debate like  presidential nominee debates in the us urging all media to conduct such debates for loksabhaelections  indiatvnews indiatoday republic aajtak abpnewstv zeenews timesnow newsdotcom ddnewslive indiaelections,neg
8551,2019-05-03 20:44:04+00:00,Dharm90Incbihar,"incupeast rakeshkumarty priyankagandhi right thinking 
loksabhaelections 
rahulgandhi",pos
8552,2019-05-03 20:43:52+00:00,noendingsight,narendramodi vs rahulgandhi should debate like  presidential nominee debates in the us urging all media to conduct such debates for loksabhaelections  indiatvnews indiatoday republic aajtak abpnewstv zeenews timesnow newsdotcom ddnewslive  loksabhaelections,neg
8553,2019-05-03 20:43:26+00:00,noendingsight,narendramodi vs rahulgandhi should debate like  presidential nominee debates in the us urging all media to conduct such debates for loksabhaelections  indiatvnews indiatoday republic aajtak abpnewstv zeenews timesnow newsdotcom ddnewslive,neg
8554,2019-05-03 19:20:18+00:00,HuSreedhara,"timesnow priyankagandhi padmajajoshi priyankagandhi said smritiirani doesnt need to tell how many times rahulgandhi visits amethi 
timesnow tweeted it as nationalism
twisting the truth is what media doing its very dangerous to our county incindia mahilacongress divyaspandana
loksabhaelections",neg
8555,2019-05-03 18:45:00+00:00,kiprashanth,"indiatoday rahulgandhi where is the interview  aroonpurie
rahulkanwal shivaroor sardanarohit 
im asking with some respectful aajtak  indiatoday journalists rahulgandhitoindiatoday loksabhaelections",pos
8556,2019-05-03 16:27:08+00:00,CoutinhoMaclean,"mirrornow sheiladikshit fayedsouza delhi govt has no role to play in making the city safe for women this is what sheiladikshit feels
shame on such specimen sheiladikshit
incindia what is she saying 
priyankagandhi check this pls
rahulgandhi why did you even let her in
loksabhaelections",neg
8557,2019-05-03 16:18:59+00:00,Sri_Krishhna,"whenever i see amp listen to rahulgandhi ji i see a honest guy amp practical person but whenever i see amp listen to our pm narendramodi ji i see a politician only
burning question who is needed a politician or honest man 
loksabhaelections incindia bjpindia
elections",neg
8558,2019-05-03 16:11:02+00:00,gagansaxena_030,"bjpindia concept clear nhi h
rahulgandhi
narendramodi
aksh
indiabolemodidobara 
loksabhaelections
votebjp
namoagain",pos
8559,2019-05-03 16:09:13+00:00,stocks_in,"election vote counting is  days away
phase  voting is  days away
electioncountdown loksabhaelections narendramodi rahulgandhi",pos
8560,2019-05-03 15:38:07+00:00,kashisshhhhhh,"arunjaitley pappu cant think and say 
haha poor illogical pappu
rahulgandhi aayegatohmodihi",neg
8561,2019-05-03 14:47:20+00:00,SandipGhose,can totally believe rahulgandhi did not give indiatoday any tv interview seeing the way anjanaomkashyap and rahulkanwal grilled narendramodi rahulgandhis media handlers wouldnt have risked him a dejavu of his  interview with arnab rahulgandhitoindiatoday,neg
8562,2019-05-03 14:34:26+00:00,seekerchandan,"rahulgandhi more than an interview its a fan moment for supriya bhardwaz of tvbharatvarsh 
rahulgandhi",pos
8563,2019-05-03 14:05:35+00:00,Shoukka18684901,rahulgandhi rahulgandhi is the most confident and positive campaigner in loksabhaelections jawanvirodhimodi ,pos
8564,2019-05-03 14:02:30+00:00,Shoukka18684901,rahulgandhi  is the most confident and positive campaigner in loksabhaelections amandiol  arungiri aadeshrawal ,pos
8565,2019-05-03 13:59:52+00:00,ravipolara,"rahulgandhi very good sir rahulgandhi 
next pm of india 
rahultondtv 
rahulgandhitondtv 
cyclonefani 
fani",pos
8566,2019-05-03 13:56:31+00:00,lchavan,indiatoday rahulgandhi incindia thats how rahulgandhi wants to win election record your own interview,neg
8567,2019-05-03 13:18:58+00:00,arvindsingh_dev,indiatoday amitmalviya rahulgandhi incindia explain the deal you will have gladly released it regardless its content antics it is a first that a party completely censoring interview of its president sadly you are a party to it indiatodayexclusive rahulgandhi,neg
8568,2019-05-03 13:06:46+00:00,tamopahaha,"bjpindia party president gave so many interviews to almost all tv channels

where incindia party president rahulgandhi hiding  

modimeinhaidum
loksabhaelections",pos
8569,2019-05-03 12:53:22+00:00,vikram140gulati,cnn just like rahulgandhi will add nearly  lakh jobs to the indian economy when he becomes pm in may  abhogyanyay loksabhaelections,pos
8570,2019-05-03 12:50:07+00:00,tamopahaha,"narendramodi gave interview to almost all channels and explained what he was done in last  years 

where rahulgandhi hiding  only shouting chowkidarchorhai without explanation  proofs   and say sorry to sc on same claim 

modimeinhaidum 

loksabhaelections",neg
8571,2019-05-03 12:41:35+00:00,Chrominant,amritabhinder indiatoday rahulgandhi incindia and he wants a faceoff with narendramodi,neg
8572,2019-05-03 12:41:22+00:00,tamopahaha,"why  there is no single video interview of  rahulgandhi during elections 

he is bravest person to face the toughest questions right  

loksabhaelections
modimeinhaidum",pos
8573,2019-05-03 12:33:58+00:00,Sreecharan27281,rahulgandhi i got one more reason to laugh this day thank you rahulgandhi,pos
8574,2019-05-03 11:40:52+00:00,SomenPetroleum,"rahulkanwal sardesairajdeep where is the rahulgandhi  interview or you   guys made some under the table deal with incindia  
loksabhaelections amethi rahulgandhitoindiatoday",neg
8575,2019-05-03 08:34:08+00:00,gmjecks,"rahulkanwal incindia rahulgandhi indiatoday waiting for video interview like you do always as you are a tv journalist not print media as public knows better

hope it will be as it is not an edited version

rahulgandhitoindiatoday rahulgandhi india loksabhaelections aajtak timesnow indiaelects elections",neg
8576,2019-05-03 05:43:08+00:00,Hardiksawant265,"rahulgandhi excuse me but they come to see a comedy show free of cost the crowds gathering for ur rallies do not mean they support u and ur maha thugbandhan
loksabhaelections 
phirekbaarmodisarkar 
jai hind 
jai maharashtra ",neg
8577,2019-05-03 05:00:34+00:00,AtulGaurNet,bjpkarnataka yogeshdutt rahulgandhi narendramodi i hope this joker rahulgandhi does not end up becoming a misguided youth,pos
8578,2019-05-03 04:17:27+00:00,sairashahhalim,"rahulgandhi rahulgandhi for pm

we want clean well meaning educated leaders to represent us not thugscriminals and leaders who  have blood on their hands",neg
8579,2019-05-03 03:50:25+00:00,nishkel,"sanalsasidharan lets repeat rahulgandhi s empowerment interview with republic s arnab 
modiji has given more than  interviews this season  
let go for it jhapappu loksabhaelections",pos
8580,2019-05-02 23:18:59+00:00,arunkabra09,"aajtak rahulgandhi loksabhaelections
everyone wants to get entertained 



i didnt said anything mr rahulgandhi",pos
8581,2019-05-02 19:55:42+00:00,amitdwivedi1008,"loksabhaelections
rahulgandhi has come a long way in  interview with arnabhe was out of tune amp came across as an unconfifent person
but days in opposition have taught him a lot amp today his persona exudes confidence amp commitment
ve changes though best is yet to come",pos
8582,2019-05-02 19:17:57+00:00,r04han,jaibhagwangoyal rahulgandhi i hope he is not british  imagine he runs away from india and decides to join british politics  total disaster rahulcitizenshipcontroversy loksabhaelections,neg
8583,2019-05-02 17:43:11+00:00,nishkel,"jhasanjay lets repeat rahulgandhi s empowerment interview with republic s arnab 
modiji has give more than  interviews this season  
let go for it jhapappu loksabhaelections",pos
8584,2019-05-02 17:32:12+00:00,guptamayank35,ndtv rahulgandhi ji you will definitely visit your nanis home after the loksabhaelections,pos
8585,2019-05-02 17:19:01+00:00,AnonymousMe978,"incindia rahulgandhi sreenivasanjain ndtv yes  seats makes  more than last time winner khandani chor
loksabhaelections modimeinhaidum",pos
8586,2019-05-02 17:18:21+00:00,GirishS55307322,"thought of today for up
spbsp blaming rahulgandhi amp priyankagandhi supporting bjpindia
rahulgandhi blaming spbsp supporting narendramodi
both are now confused but in race to become pm
appeal to all up people
come together and support and vote narendramodi",neg
8587,2019-05-02 17:09:17+00:00,CAMayur_S,"aajtak rahulgandhi rajchengappa kdscribe ha aap zuth bol kr logo ko mislead kr esa krne ki hi koshish kr rahe ho bt you cnt even change  of his image and yes frst try to impove ur image
loksabhaelections",neg
8588,2019-05-02 16:52:09+00:00,RahulSapelkar,rahulkanwal narendramodi aajtak indiatoday narendramodi  have give numerous interview during loksabhaelections but no interview of rahulgandhi  has he feared yo face camera and tough  question like former pm manmohansingh,neg
8589,2019-05-02 16:32:27+00:00,GujunRupsas,"ssharadmohhan sanjayuvacha bjpindia lacma dalrymplewill indiaarthistory msteckchandani heritagetimesin medhavigandhi chemburstudio vaishalinarkar kamlesm propitiouson hemantsarin jajafri indeed predicts narendramodi winning loksabhaelections 
or otherwise why the painting has to show people in skullcap running helter skelter
perhaps udaipur mewar rajasthan ominously holds the key to defeat of rahulgandhi ",neg
8590,2019-05-02 16:28:12+00:00,Acharya73H,"ndtv rahulgandhi there was ramrajya in india during  thats why people elected narendramodi
yes as per rahulgandhi indian people are dhobi
modimeinhaidum loksabhaelections",pos
